cle_triptyque_temps,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_coref,time_code_coref,time_debut_coref,time_fin_coref,time_source_coref,time_ud_governor_coref,time_texte_auto,time_code_auto,time_debut_auto,time_fin_auto,time_source_auto,time_ud_governor_auto,temps_coref,temps_auto,statut_temps
7463 || 7464 || 7465,4,174,359,"- Cela vaut mieux ainsi, dit Mr. Fogg.",Cela,vaut,mieux,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
7469 || 7468 || _,4,174,359,"- Cela vaut mieux ainsi, dit Mr. Fogg.",Mr. Fogg,dit,,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
7472 || 7474 || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,-Vous,oubliez,,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
7477 || 7478 || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,vous,devez,,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
7477 || 7480 || _,4,175,360,-Vous n' oubliez pas que vous devez être revenu?,vous,revenu,,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
_ || 7484 || 7485,4,175,361,… fit observer Andrew Stuart.,,observer,Andrew Stuart,à huit heures vingt,1872-10-02-20-00,,,precedent_context,arrêta,à huit heures vingt,1872-12-21-08-20,,,precedent_context,arrêta,1872-10-02-20,1872-12-21-08-20,temps_different
7494 || 7493 || 7491,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,Dans quatre-vingts jours,dans quatre-vingts jours,1872-12-21-20-00,,,objet,répondit,dans quatre-vingts jours,1873-03-11-08-20,,,objet,répondit,1872-12-21-20,1873-03-11-08-20,temps_different
7494 || 7493 || 7498,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,le samedi 21 décembre 1872,le samedi 21 décembre 1872,1872-12-21-20-00,,,objet,répondit,le samedi 21 décembre 1872,1872-12-21-00-00,,,objet,répondit,1872-12-21-20,1872-12-21-00,temps_different
7494 || 7493 || 7505,4,176,362,"- Dans quatre-vingts jours, répondit Mr. Fogg, le samedi 21 décembre 1872, à huit heures quarante - cinq minutes du soir.",Mr. Fogg,répondit,à huit heures quarante-cinq minutes du soir,à huit heures quarante - cinq minutes du soir,1872-12-21-20-00,,,objet,répondit,à huit heures quarante - cinq minutes du soir,1872-12-21-20-45,,,objet,répondit,1872-12-21-20,1872-12-21-20-45,temps_different
7524 || 7529 || 7521,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,À huit heures quarante,à huit heures quarante,1872-10-02-20-00,,,objet,prirent,à huit heures quarante,1872-12-21-08-40,,,objet,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
7524 || 7529 || 7530,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,place,à huit heures quarante,1872-10-02-20-00,,,ud_direct,prirent,à huit heures quarante,1872-12-21-08-40,,,ud_direct,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
7524 || 7529 || 7534,4,177,364,"À huit heures quarante, Phileas Fogg et son domestique prirent place dans le même compartiment.",Phileas Fogg et son domestique,prirent,dans le même compartiment,à huit heures quarante,1872-10-02-20-00,,,ud_direct,prirent,à huit heures quarante,1872-12-21-08-40,,,ud_direct,prirent,1872-10-02-20,1872-12-21-08-40,temps_different
7544 || 7547 || 7538,4,177,365,"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",un coup de sifflet,retentit,À huit heures quarante-cinq,à huit heures quarante - cinq,1872-10-02-20-00,,,objet,retentit,à huit heures quarante - cinq,1872-12-21-08-45,,,objet,retentit,1872-10-02-20,1872-12-21-08-45,temps_different
7551 || 7553 || 7555,4,177,365,"À huit heures quarante - cinq, un coup de sifflet retentit, et le train se mit en marche.",le train,mit,en marche,à huit heures quarante - cinq,1872-10-02-20-00,,,ud_scope_anchor,retentit,à huit heures quarante - cinq,1872-12-21-08-45,,,ud_scope_anchor,retentit,1872-10-02-20,1872-12-21-08-45,temps_different
7562 || 7563 || 7565,4,178,367,Il tombait une pluie fine.,Il,tombait,une pluie fine,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7568 || 7571 || 7574,4,178,368,"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,accoté,dans son coin,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7568 || 7577 || _,4,178,368,"Phileas Fogg, accoté dans son coin, ne parlait pas.",Phileas Fogg,parlait,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7580 || 7583 || _,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,abasourdi,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7580 || 7585 || 7588,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,contre lui,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7580 || 7585 || 7590,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,le sac aux bank-notes,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7580 || 7585 || 7593,4,178,369,"Passepartout, encore abasourdi, pressait machinalement contre lui le sac aux bank - notes.",Passepartout,pressait,bank-notes,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7598 || 7602 || 7603,4,179,370,"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",le train,dépassé,Sydenham,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7606 || 7607 || 7610,4,179,370,"Mais le train n' avait pas dépassé Sydenham, que Passepartout poussait un véritable cri de désespoir!",Passepartout,poussait,un véritable cri de désespoir,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7617 || 7616 || _,4,180,371,«Qu' avez -vous? demanda Mr. Fogg.,-vous,avez,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7620 || 7619 || _,4,180,371,«Qu' avez -vous? demanda Mr. Fogg.,Mr. Fogg,demanda,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 7626 || 7625,4,181,372,- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,,a,y,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7637 || 7639 || 7632,4,181,372,- Il y a… que… dans ma précipitation… mon trouble… j' ai oublié…,j',oublié,dans ma précipitation mon trouble,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 7646 || 7648,4,183,374,- D' éteindre le bec de gaz de ma chambre!,,éteindre,le bec de gaz de ma chambre,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7664 || 7662 || 7660,4,184,375,"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",Mr. Fogg,répondit,mon garçon,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7667 || 7668 || 7671,4,184,375,"- Eh bien, mon garçon, répondit froidement Mr. Fogg, il brûle à votre compte!»",il,brûle,à votre compte,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7674 || 7678 || 7679,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,quittant,Londres,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7674 || 7683 || 7682,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,se,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7674 || 7683 || 7687,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,sans doute,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7674 || 7683 || 7691,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",Phileas Fogg,doutait,du grand retentissement,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7696 || 7693 || 7692,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,allait,qu',à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7696 || 7694 || _,5,185,376,"Phileas Fogg, en quittant Londres, ne se doutait guère, sans doute, du grand retentissement qu' allait provoquer son départ.",son départ,provoquer,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7703 || 7702,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,se,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7703 || 7708,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,dans le Reform-Club,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7703 || 7709,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7703 || 7710,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,répandit,Reform-Club,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7713 || 7716,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,produisit,une véritable émotion,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7699 || 7713 || 7719,5,185,377,"La nouvelle du pari se répandit d' abord dans le Reform - Club, et produisit une véritable émotion parmi les membres de l' honorable cercle.",La nouvelle du pari,produisit,parmi les membres de l'honorable cercle,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7731 || 7732 || 7728,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,du club,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7731 || 7732 || 7734,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,aux journaux,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7731 || 7732 || 7737,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,par la voie des reporters et des journaux,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7731 || 7732 || 7745,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,au public de Londres et de tout le Royaume-Uni,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7758 || 7765 || 7772,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,commentée,avec autant de passion et d'ardeur,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7758 || 7767 || _,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,discutée,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7758 || 7769 || _,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,disséquée,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7758 || 7783 || 7781,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,agi,se,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7758 || 7783 || 7787,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,agi,d'une nouvelle affaire de l'Alabama,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7793 || 7794 || 7795,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prirent,parti,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7793 || 7794 || 7797,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prirent,pour Phileas Fogg,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7801 || 7805 || 7808,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",les autres,formèrent,une majorité considérable,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7793 || 7812 || 7811,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prononcèrent,considérable-se,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7793 || 7812 || 7814,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prononcèrent,contre lui,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 7821 || 7834,5,186,381,"Ce tour du monde à accomplir, autrement qu' en théorie et sur le papier, dans ce minimum de temps, avec les moyens de communication actuellement en usage, ce n' était pas seulement impossible, c' était insensé!",,accomplir,dans ce minimum de temps,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 7821 || 7840,5,186,381,"Ce tour du monde à accomplir, autrement qu' en théorie et sur le papier, dans ce minimum de temps, avec les moyens de communication actuellement en usage, ce n' était pas seulement impossible, c' était insensé!",,accomplir,avec les moyens de communication actuellement en usage,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7859 || 7881 || 7880,5,187,382,"Le Times, le Standard, l' Evening Star, le Morning Chronicle, et vingt autres journaux de grande publicité, se déclarèrent contre Mr. Fogg.",Le Times le Standard l'Evening Star le Morning Chronicle et vingt autres journaux de grande publicité,déclarèrent,se,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7859 || 7881 || 7883,5,187,382,"Le Times, le Standard, l' Evening Star, le Morning Chronicle, et vingt autres journaux de grande publicité, se déclarèrent contre Mr. Fogg.",Le Times le Standard l'Evening Star le Morning Chronicle et vingt autres journaux de grande publicité,déclarèrent,contre Mr. Fogg,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7889 || 7892 || 7891,5,187,383,"Seul, le Daily Telegraph le soutint dans une certaine mesure.",le Daily Telegraph,soutint,le,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7889 || 7892 || 7896,5,187,383,"Seul, le Daily Telegraph le soutint dans une certaine mesure.",le Daily Telegraph,soutint,dans une certaine mesure,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7898 || 7902 || _,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",Phileas Fogg,traité,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7911 || 7917 || _,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",ses collègues du Reform-Club,blâmés,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7911 || 7920 || 7922,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",ses collègues du Reform-Club,tenu,ce pari,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7924 || 7925 || 7927,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",qui,accusait,un affaiblissement dans les facultés mentales de son auteur,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7937 || 7944 || 7947,5,188,385,"Des articles extrêmement passionnés, mais logiques, parurent sur la question.",Des articles extrêmement passionnés mais logiques,parurent,sur la question,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7949 || 7950 || 7952,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,On,sait,l'intérêt à tout ce,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7954 || 7956 || 7953,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,l',porte,que,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7954 || 7956 || 7958,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,l',porte,en Angleterre,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7962 || 7963 || 7966,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,qui,touche,à la géographie,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7978 || 7981 || _,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",à quelque classe,appartînt,,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
7983 || 7985 || 7987,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",qui,dévorât,les colonnes,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 7988 || 7990,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",,consacrées,au cas de Phileas Fogg,à huit heures quarante - cinq,1872-10-02-20-00,,,precedent_context,retentit,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
_ || 8019 || 8021,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,publié,son portrait,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
_ || 8019 || 8025,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,publié,d'après sa photographie,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
_ || 8026 || 8028,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,déposée,aux archives du Reform-Club,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8035 || 8036 || 8040,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,osaient,Hé,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
8035 || 8036 || 8048,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,osaient,après tout,pendant les premiers jours,1872-10-05-00-00,,,precedent_context,esprits,la nuit,1872-12-21-22-00,,,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
