chapter,Phrase,Sujet,Verbe,Objet,time_code,macro_categorie_dynamouv,categorie_base_dynamouv,aspect_lexical_dynamouv,maniere_dynamouv
1.0,"Phileas Fogg, carrément assis dans son fauteuil, les deux pieds rapprochés comme ceux d' un soldat à la parade, les mains appuyées sur les genoux, le corps droit, la tête haute, regardait marcher l' aiguille de la pendule,- appareil compliqué qui indiquait les heures, les minutes, les secondes, les jours, les quantièmes et l' année.",Phileas Fogg,marcher,l'aiguille de la pendule appareil compliqué,1872-10-02-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
1.0,"À onze heures et demie sonnant, Mr. Fogg devait, suivant sa quotidienne habitude, quitter la maison et se rendre au Reform - Club.",Mr. Fogg,quitter,la maison,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
1.0,"James Forster, le congédié, apparut.",James Forster le congédié,apparut,,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
1.0,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,sur la corde,1872-10-02-11-30,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,manière
1.0,"J' ai été chanteur ambulant, écuyer dans un cirque, faisant de la voltige comme Léotard, et dansant sur la corde comme Blondin; puis je suis devenu professeur de gymnastique, afin de rendre mes talents plus utiles, et, en dernier lieu, j' étais sergent de pompiers, à Paris.",J',dansant,comme Blondin,1872-10-02-11-30,Dynamicité spatiale sans dpt,Ch. de disposition,atélique,manière
1.0,"Mais voilà cinq ans que j' ai quitté la France et que, voulant goûter de la vie de famille, je suis valet de chambre en Angleterre.",j',quitté,la France,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
1.0,"Cela dit, Phileas Fogg se leva, prit son chapeau de la main gauche, le plaça sur sa tête avec un mouvement d' automate et disparut sans ajouter une parole.",Phileas Fogg,disparut,,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
1.0,"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,sortait,,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
1.0,"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,s',1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
1.0,"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,en,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
1.0,"Passepartout entendit la porte de la rue se fermer une première fois: c' était son nouveau maître qui sortait; puis une seconde fois: c' était son prédécesseur, James Forster, qui s' en allait à son tour.",qui,allait,à son tour,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Pendant les quelques instants qu' il venait d' entrevoir Phileas Fogg, Passepartout avait rapidement, mais soigneusement examiné son futur maître.",il,venait,qu',1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Il paraissait posséder au plus haut degré ce que les physionomistes appellent« le repos dans l' action», faculté commune à tous ceux qui font plus de besogne que de bruit.",Il,paraissait,,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Il ne faisait pas une enjambée de trop, allant toujours par le plus court.",Il,allant,par le plus court,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"C' était l' homme le moins hâté du monde, mais il arrivait toujours à temps.",il,arrivait,à temps,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Ayant entendu vanter le méthodisme anglais et la froideur proverbiale des gentlemen, il vint chercher fortune en Angleterre.",il,vint,,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Son dernier maître, le jeune Lord Longsferry, membre du Parlement, après avoir passé ses nuits dans les« oysters - rooms» d' Hay - Market, rentrait trop souvent au logis sur les épaules des policemen.",,passé,ses nuits,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,découchait,,1872-10-02-00-00,Mouvement inféré,,télique,
2.0,"Un personnage dont l' existence était si régulière, qui ne découchait pas, qui ne voyageait pas, qui ne s' absentait jamais, pas même un jour, ne pouvait que lui convenir.",qui,voyageait,,1872-10-02-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
2.0,Il la parcourut de la cave au grenier.,Il,parcourut,la,1872-10-02-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
2.0,Il la parcourut de la cave au grenier.,Il,parcourut,de la cave au grenier,1872-10-02-00-00,Dpt au sens large,Dpt au sens faible,atélique,manière
2.0,"«Cela me va, cela me va!» se dit Passepartout.",Cela,va,me,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"«Cela me va, cela me va!» se dit Passepartout.",cela,va,me,1872-10-02-00-00,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Il comprenait- depuis huit heures du matin, heure réglementaire à laquelle se levait Phileas Fogg, jusqu' à onze heures et demie, heure à laquelle il quittait sa maison pour aller déjeuner au Reform - Club - tous les détails du service, le thé et les rôties de huit heures vingt-trois, l' eau pour la barbe de neuf heures trente-sept, la coiffure de dix heures moins vingt,etc. Puis de onze heures et demie du matin à minuit - heure à laquelle se couchait le méthodique gentleman -, tout était noté, prévu, régularisé.",il,quittait,sa maison,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Il comprenait- depuis huit heures du matin, heure réglementaire à laquelle se levait Phileas Fogg, jusqu' à onze heures et demie, heure à laquelle il quittait sa maison pour aller déjeuner au Reform - Club - tous les détails du service, le thé et les rôties de huit heures vingt-trois, l' eau pour la barbe de neuf heures trente-sept, la coiffure de dix heures moins vingt,etc. Puis de onze heures et demie du matin à minuit - heure à laquelle se couchait le méthodique gentleman -, tout était noté, prévu, régularisé.",il,aller,,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
2.0,"Quant à la garde-robe de monsieur, elle était fort bien montée et merveilleusement comprise.",elle,montée,Quant à la garde-robe de monsieur,1872-10-02-11-30,Dpt au sens large,Dpt au sens faible,atélique,
2.0,«Cela me va! voilà mon affaire!,Cela,va,me,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,sa maison de Saville-row,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",Phileas Fogg,quitté,à onze heures et demie,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Phileas Fogg avait quitté sa maison de Saville - row à onze heures et demie, et, après avoir placé cinq cent soixante-quinze fois son pied droit devant son pied gauche et cinq cent soixante-seize fois son pied gauche devant son pied droit, il arriva au Reform - Club, vaste édifice, élevé dans Pall - Mall, qui n' a pas coûté moins de trois millions à bâtir.",il,arriva,au Reform,1872-10-02-11-30,Dpt au sens large,Dpt au sens strict,télique,
3.0,"À six heures moins vingt, le gentleman reparut dans le grand salon et s' absorba dans la lecture du Morning Chronicle.",le gentleman,reparut,À six heures moins vingt,1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,
3.0,"À six heures moins vingt, le gentleman reparut dans le grand salon et s' absorba dans la lecture du Morning Chronicle.",le gentleman,reparut,dans le grand salon,1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",divers membres du Reform-Club,approchaient,s',1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Une demi-heure plus tard, divers membres du Reform - Club faisaient leur entrée et s' approchaient de la cheminée, où brûlait un feu de houille.",divers membres du Reform-Club,approchaient,de la cheminée,1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Des inspecteurs de police, gens fort habiles, ont été envoyés en Amérique et en Europe, dans tous les principaux ports d' embarquement et de débarquement, et il sera difficile à ce monsieur de leur échapper.",,échapper,leur,1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,manière
3.0,"Celui qui fit cette réponse n' était autre que Phileas Fogg, dont la tête émergeait alors du flot de papier amassé autour de lui.",dont la tête,émergeait,du flot de papier autour de lui,1872-10-02-05-40,Dpt au sens large,Dpt au sens strict,télique,
3.0,"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,passa,le,1872-09-29-00-00,Dpt au sens large,Dpt au sens strict,télique,
